chr1	start1	end1	chr2	start2	end2	CTCF_WT_10K.P2P_ChIPCov1	CTCF_WT_10K.P2P_ChIPCov2	CTCF_IKDN_10K.P2P_ChIPCov1	CTCF_IKDN_10K.P2P_ChIPCov2	Bin1_Label	Bin2_Label	CTCF_WT_10K.P2P_R1_RawCC	CTCF_WT_10K.P2P_R1_QVal	CTCF_WT_10K.P2P_R2_RawCC	CTCF_WT_10K.P2P_R2_QVal	CTCF_IKDN_10K.P2P_R1_RawCC	CTCF_IKDN_10K.P2P_R1_QVal	CTCF_IKDN_10K.P2P_R2_RawCC	CTCF_IKDN_10K.P2P_R2_QVal	logFC	logCPM	pvalue	FDR	FDR_IHW	CTCF_WT_10K.P2P_SigRepl	CTCF_IKDN_10K.P2P_SigRepl	Label_Anch1	Gene_Anch1	PromType_Anch1	EnhType_Anch1	Label_Anch2	Gene_Anch2	PromType_Anch2	EnhType_Anch2	CTCF_WT_851_7001_OE	CTCF_D0_OE	CTCF_D3_OE	CTCF_D12_OE	CTCF_IKDN_852_7002_OE
chr9	72360000	72370000	chr9	72400000	72410000	96.5	654	89.5	676.5	ND	ND	0	1	73	1.53566439124e-06	68	0.00353399395749795	72	7.02242297408e-06	-1.08909743582843	1.54581296826011	0.00074784066554898	0.0580540521738402	0.0260029250676777	1	2	P	Zfp280d	CTCF_pos		P	BC065403,Gm27230,Gm27255	CTCF_pos		7.38454532623291	8.18228912353516	3.77842736244202	2.75971937179565	7.39339590072632
chr9	72760000	72770000	chr9	72800000	72810000	423	177.5	494.5	362	ND	ND	29	0.943671339914569	46	0.994929231029963	86	0.00126454230542793	61	0.667415238886727	-1.09042654371005	1.62640283231166	0.00050990724848342	0.0431584597624383	0.0188654399665637	0	1	E			Active_CTCF_pos	P	Prtg	CTCF_pos		3.87301325798035	6.39535236358643	3.30612397193909	6.23162412643433	7.39339590072632
chr9	78590000	78600000	chr9	78630000	78640000	344	58	393	63.5	LD	LD	0	1	0	1	52	0.00793880998496855	29	0.964761429513282	-8.41387950519817	0.292937222088271	0	1.7e-15	7.4e-16	0	1	S				P	4921509A06Rik	CTCF_pos		3.92465353012085	3.38577485084534	2.75510334968567	1.95851051807404	4.0209698677063
chr9	78630000	78640000	chr9	79710000	79720000	58	344	63.5	376	LD	ND	0	1	0	1	10	0.00013613260897883	10	0.00019325637710733	-6.39215744936335	-1.40624500803098	6.642042847742e-05	0.00825099654875091	0.00370297725862029	0	2	P	4921509A06Rik	CTCF_pos		P	Col12a1	CTCF_pos		17.7589378356934	33.9347343444824	29.5588054656982	12.873119354248	26.5206890106201
chr9	78630000	78640000	chr9	79720000	79730000	58	552	63.5	660.5	LD	ND	0	1	0	1	25	0	16	4.5265791e-09	-7.43134621498505	-0.580132259257193	4.25436143e-09	1.77023718828e-06	7.9546351691e-07	0	2	P	4921509A06Rik	CTCF_pos		S				35.9651222229004	57.8919410705566	26.5707817077637	22.3118629455566	63.8322067260742
chr9	82850000	82860000	chr9	83560000	83570000	502.5	94	446	119.5	LD	ND	0	1	0	1	9	0.00198906796504907	5	0.461902828517187	-5.89827228696852	-1.75133731596691	0.00080710085212332	0.0612879049601555	0.0277509150314882	0	1	E			Active_CTCF_pos	E			Active_CTCF_pos	2.8232729434967	11.3097791671753	15.1104640960693	8.14235210418701	9.19862651824951
chr9	83380000	83390000	chr9	83660000	83670000	791.5	109.5	791.5	117.5	LD	LD	11	0.258161930891069	0	1	39	4e-17	22	4.988197213162e-05	-2.52417984289241	0.130763729724014	2.610938156661e-05	0.00381346702093102	0.00161436381732557	0	2	E			Active_CTCF_pos	E			Active_CTCF_pos	6.91220235824585	14.0150108337402	5.4464602470398	10.5550994873047	14.9089164733887
chr9	83380000	83390000	chr9	83680000	83690000	791.5	112.5	791.5	193	LD	ND	0	1	0	1	27	2.41631073e-09	23	2.845299813224e-05	-7.708507992157	-0.340446513109721	4.994101e-11	3.022753146e-08	1.357810859e-08	0	2	E			Active_CTCF_pos	P	Gm36120	CTCF_pos		13.5939016342163	15.4146938323975	12.9419174194336	8.70585250854492	12.4745635986328
chr9	83430000	83440000	chr9	83680000	83690000	370	112.5	393	193	ND	ND	0	1	0	1	13	0.00756629438516487	9	0.595416991842259	-6.53749490906773	-1.29927726798018	2.677577437086e-05	0.00389703764108419	0.00165052494212633	0	1	P	Lca5,Gm2087	CTCF_pos		P	Gm36120	CTCF_pos		4.11191558837891	2.93004155158997	2.18391871452332	4.87359952926636	4.56427621841431
chr9	83570000	83580000	chr9	83680000	83690000	337.5	112.5	396	193	ND	ND	0	1	0	1	24	0.00267368124879009	42	8.72609645843e-06	-8.0870910472248	-0.00342333700821953	1.385e-14	1.447409e-11	6.33004e-12	0	2	P	Sh3bgrl2,Gm39384	CTCF_pos		P	Gm36120	CTCF_pos		4.17856740951538	3.77586984634399	7.19812440872192	9.63588714599609	6.73829412460327
chr9	83610000	83620000	chr9	83680000	83690000	380.5	112.5	380	193	ND	ND	0	1	0	1	27	0.0298046245332027	53	2.7646144501e-07	-8.36047615018431	0.24497974506634	0	8.84e-15	3.72e-15	0	1	E			Active_CTCF_pos	P	Gm36120	CTCF_pos		5.88967370986939	5.70296907424927	8.85902214050293	3.8717885017395	6.80707263946533
chr9	83650000	83660000	chr9	83680000	83690000	428.5	112.5	435	193	ND	ND	0	1	0	1	57	2.11315522907e-06	90	2.2e-16	-9.2418307635053	1.06998660280225	0	0	0	0	2	E			Active_CTCF_pos	P	Gm36120	CTCF_pos		4.67565536499023	6.72691154479981	4.77936697006226	3.60570311546326	6.32753944396973
chr9	83660000	83670000	chr9	83680000	83690000	109.5	112.5	117.5	193	LD	ND	0	1	0	1	44	0.00100745855958286	26	0.99548443157754	-8.20229851718474	0.0995485428338017	6.7e-16	8.4749e-13	3.8067e-13	0	1	E			Active_CTCF_pos	P	Gm36120	CTCF_pos		2.42213273048401	2.08379030227661	3.56755137443543	1.91183722019196	1.83749175071716
chr9	83660000	83670000	chr9	83690000	83700000	109.5	786.5	117.5	849	LD	ND	97	2.28404e-12	0	1	123	3e-17	100	1.3797712237e-07	-1.25105833228585	2.1607500120799	2.66791019526e-06	0.00054208092194724	0.00023833913553886	1	2	E			Active_CTCF_pos	P	Gm2109	CTCF_pos		8.06860828399658	9.04395866394043	3.3136944770813	5.59251880645752	9.06947326660156
chr9	85840000	85850000	chr9	86450000	86460000	48	366.5	96.5	402	HD	ND	0	1	0	1	10	0.00023454831042018	13	3.26342883288e-06	-6.58480798636586	-1.26204158071553	1.927899728955e-05	0.00292785401499524	0.00131448940441911	0	2	P	9330154J02Rik,Tpbg	CTCF_pos		S				7.50594902038574	7.23421001434326	8.68167209625244	10.8223276138306	15.6966524124146
chr9	85840000	85850000	chr9	86460000	86470000	48	930.5	96.5	1029.5	HD	ND	0	1	0	1	22	2.8387e-12	9	0.0227965111144476	-7.04100440301371	-0.905964195296053	4.3395977546e-07	0.00011130221524505	5.069817148029e-05	0	1	P	9330154J02Rik,Tpbg	CTCF_pos		P	Ube2cbp,Dop1a	CTCF_pos		8.83848857879639	11.580771446228	NA	17.0167903900147	21.1890602111816
chr9	8700000	8710000	chr9	8900000	8910000	341	39.5	358	100.5	ND	HD	0	1	0	1	16	0.00036645924593641	9	0.0319885829477292	-6.72539690850429	-1.15617542639097	6.93798298715e-06	0.00124009288803888	0.0005419523970507	0	1	E			Active_CTCF_pos	P	Pgr	CTCF_pos		3.00060606002808	2.08399176597595	3.62760806083679	3.01395583152771	3.63804697990418
chr9	8700000	8710000	chr9	8960000	8970000	341	270	358	311	ND	LD	34	1.439743e-11	12	0.0197127146347444	65	0	36	0	-1.22273254846065	1.07494329685918	0.00163032175911717	0.105561333490382	0.0452256608188026	1	2	E			Active_CTCF_pos	S				9.81814861297607	11.3861646652222	8.73739910125732	10.7500438690186	21.29953956604
chr9	8710000	8720000	chr9	8900000	8910000	234	39.5	190.5	100.5	LD	HD	0	1	0	1	13	0.00108246322911843	4	0.753513737232889	-6.18661498249064	-1.55624580554402	0.00021218389371098	0.0213197319734355	0.00932533386435814	0	1	S				P	Pgr	CTCF_pos		2.24051356315613	1.1408064365387	1.31418347358704	0.240587130188942	2.66146612167358
chr9	88430000	88440000	chr9	88540000	88550000	106.5	950	119.5	1097.5	LD	LD	0	1	24	0.00639367016066062	53	3.1e-15	39	5.626357792e-08	-2.08045228901907	0.738427448578052	4.81111410679e-06	0.00090054921674046	0.00038180717460535	1	2	P	Snx14	CTCF_pos		P	Zfp949	CTCF_pos		7.73035001754761	8.49570751190186	4.6487889289856	5.38956356048584	8.94119739532471
chr9	89820000	89830000	chr9	89970000	89980000	340.5	49.5	607.5	122.5	LD	HD	0	1	20	0.00696775751433597	51	1.489e-14	64	0	-2.64303196220424	0.940344025599111	1.19960638e-09	5.6212390528e-07	2.5590013374e-07	1	2	P	4930524O08Rik	CTCF_pos		S				5.65603923797607	20.9637508392334	4.95220232009888	10.0754919052124	14.2385129928589
chr9	89820000	89830000	chr9	90050000	90060000	340.5	48.5	607.5	145.5	LD	HD	0	1	0	1	19	0.00093505441512435	27	5.913949181e-07	-7.57446684127904	-0.456013137954243	5.0007338e-10	2.5268932867e-07	1.1481768668e-07	0	2	P	4930524O08Rik	CTCF_pos		P	Ctsh	CTCF_pos		5.49550294876099	12.4866104125977	7.85425853729248	5.36974573135376	9.08833599090576
chr9	89820000	89830000	chr9	90080000	90090000	340.5	77.5	607.5	99.5	LD	ND	0	1	25	2.885206363e-08	56	0	50	0	-2.22054852830625	0.901553682264158	2.5424471186e-07	6.892685399005e-05	3.097980994161e-05	1	2	P	4930524O08Rik	CTCF_pos		S				7.25689220428467	26.1881790161133	7.60999250411987	10.7500438690186	20.4587669372559
chr9	89970000	89980000	chr9	90070000	90080000	49.5	368	122.5	462.5	HD	LD	0	1	6	0.994929231029963	29	1.850465603533e-05	28	0.000166797868522	-3.32244083553653	-0.0605888613659924	1.21505454332e-06	0.00027410161282864	0.00012311921984886	0	2	S				P	Ctsh	CTCF_pos		1.66405153274536	3.36185121536255	2.41007256507874	1.85064733028412	5.09575271606445
chr9	90160000	90170000	chr9	90190000	90200000	166.5	62.5	390	107	ND	LD	0	1	24	0.156989920758784	49	0.0001559032489163	27	0.252963773141898	-1.81395669371323	0.539587536271839	0.0001851031142134	0.0191676110956313	0.00838019925192523	0	1	P	Adamts7	CTCF_pos		P	Adamts7	CTCF_pos		1.32407939434052	1.86858654022217	1.78429698944092	3.09060263633728	3.00558114051819
chr9	90160000	90170000	chr9	90400000	90410000	166.5	58.5	390	90	ND	ND	0	1	1	0.994929231029963	12	0.00093369353904804	7	0.168669516227479	-4.05855953987774	-1.40214658102368	0.00137158895174672	0.0922731674366435	0.04130043591629	0	1	P	Adamts7	CTCF_pos		S				0.394446521997452	1.40746653079987	0.263621121644974	3.52431774139404	3.86457753181458
chr9	90190000	90200000	chr9	90440000	90450000	62.5	111.5	107	239.5	LD	ND	0	1	2	0.994929231029963	15	1.853142991129e-05	10	0.0210221323491488	-3.60995610742514	-1.08018250218151	0.00070698310052595	0.0554540864119258	0.024887163420358	0	1	P	Adamts7	CTCF_pos		S				0.822383105754852	4.02880716323853	5.18680667877197	0.91379988193512	5.36973667144775
chr9	90200000	90210000	chr9	90240000	90250000	352.5	150	585	224.5	ND	ND	13	0.710301024720196	29	0.6049580815373	58	0.00387266919075403	40	0.100366436366087	-1.34682741532438	0.991577195583522	0.00079462600696049	0.0605202242913903	0.0266184959201281	0	1	E			Active_CTCF_pos	S				2.16888737678528	4.51436614990234	2.99125504493713	4.4511604309082	4.99378490447998
chr9	90200000	90210000	chr9	90440000	90450000	352.5	111.5	585	239.5	ND	ND	12	0.00094328890450399	7	0.911193360583514	54	0	39	4.46e-15	-2.37448593339517	0.707440792474657	4.10879374e-07	0.00010559916637534	4.438044167139e-05	1	2	E			Active_CTCF_pos	S				3.74724197387695	13.3709316253662	7.64501285552979	11.4540328979492	18.8076114654541
chr9	97010000	97020000	chr9	97030000	97040000	367.5	101	433.5	96	ND	ND	0	1	28	0.994929231029963	51	0.00254514759046826	33	0.572071139575508	-1.73488496974083	0.687431260526419	0.00014365651825346	0.0155584293934812	0.00697709067799582	0	1	P	Spsb4,Gm16010	CTCF_pos		S				1.42993378639221	2.03169560432434	1.46361076831818	1.47484588623047	2.48827004432678
chr9	99720000	99730000	chr9	100380000	100390000	45.5	283	53.5	311	ND	LD	0	1	0	1	6	0.0676968679695654	9	0.00129410571459124	-5.97309131560598	-1.69942070654168	0.00057668897733946	0.0469271538582753	0.0200931167873598	0	1	S				P	Gm34397	CTCF_pos		4.49542951583862	NA	4.03014898300171	3.73021268844605	10.2081689834595
chrX	101600000	101610000	chrX	101770000	101780000	67.5	272.5	72.5	315	LD	LD	0	1	0	1	14	0.00092788925177603	5	0.243334130540801	-6.3427568800396	-1.44451995829971	9.027066613478e-05	0.0106038926817979	0.00475544451983349	0	1	S				E			Active_CTCF_pos	6.21260643005371	1.14988625049591	3.31871938705444	8.60246753692627	8.6114091873169
chrX	101600000	101610000	chrX	101940000	101950000	67.5	185	72.5	307	LD	LD	0	1	0	1	5	0.996070564002786	9	0.00581212690332506	-5.87122378553475	-1.76651783272248	0.00089130416669119	0.0660037562864787	0.0296428463803007	0	1	S				S				3.20544862747192	13.2609033584595	3.00782012939453	28.060546875	11.7525863647461
chrX	101800000	101810000	chrX	101910000	101920000	179	135.5	247.5	165.5	LD	LD	14	0.165653369757481	6	0.351764934093277	38	4.5901922e-10	30	7.9197e-13	-1.84190122658818	0.379256794601722	0.00040142428199117	0.035500929688995	0.0155160282784801	0	2	P	Gm9097	CTCF_pos		P	Gm25828	CTCF_pos		5.95772075653076	17.5785045623779	10.5507497787476	36.5836753845215	22.5964298248291
chrX	101800000	101810000	chrX	101920000	101930000	179	87	247.5	130.5	LD	LD	20	0.00063738998377709	4	0.899103540378029	37	3.0783684e-10	33	1.31e-15	-1.60739173252083	0.46614505102609	0.0012231310182533	0.0845512637467647	0.0378281448870094	1	2	P	Gm9097	CTCF_pos		S				7.58822774887085	21.2350482940674	26.878475189209	42.0651206970215	22.8124504089356
chrX	101800000	101810000	chrX	101940000	101950000	179	185	247.5	307	LD	LD	35	1.1324197816e-07	7	0.47489821645813	73	0	43	2.9e-16	-1.54247361062125	1.17926769529428	4.358191969241e-05	0.00581816724198895	0.00260656705188964	1	2	P	Gm9097	CTCF_pos		S				14.9430370330811	14.8750419616699	26.8684825897217	59.9349098205567	40.473747253418
chrX	101810000	101820000	chrX	101850000	101860000	130.5	42	185	66.5	LD	LD	0	1	0	1	28	0.124534478353955	17	0.00457278833557991	-7.56640652392653	-0.464448594035915	5.8100095e-10	2.899339169e-07	1.2669689381e-07	0	1	S				S				4.12314367294312	2.08497643470764	4.56093740463257	8.67007923126221	6.46240615844727
chrX	101810000	101820000	chrX	101910000	101920000	130.5	135.5	185	165.5	LD	LD	5	1	5	0.804436215193336	24	0.00155357402232505	21	5.98996287e-08	-2.24503014667081	-0.234314624705798	0.00103552277437069	0.074102056070903	0.033242038916997	0	2	S				P	Gm25828	CTCF_pos		2.79126191139221	7.8451361656189	11.7345781326294	10.5138139724731	14.3564758300781
chrX	101820000	101830000	chrX	101940000	101950000	816.5	185	552.5	307	LD	LD	22	0.0225964891760374	5	0.994929231029963	48	3.86457e-12	33	1.98277e-12	-1.65765113387514	0.657561507223031	0.00032748557061365	0.0302608548809668	0.0135781295581967	0	2	P	H3f3a-ps1	CTCF_pos		S				8.53675651550293	10.6175241470337	20.9783229827881	18.5086517333984	27.9775333404541
chrX	101850000	101860000	chrX	101940000	101950000	42	185	66.5	307	LD	LD	0	1	0	1	34	0.00022439624260763	28	2.72816007e-09	-8.01856888662816	-0.0658864172710225	7.584e-14	7.168807e-11	3.266544e-11	0	2	S				S				8.04274082183838	10.9675359725952	14.3060169219971	25.4714508056641	16.8345851898193
chrX	102210000	102220000	chrX	102500000	102510000	595.5	87	664	76	LD	LD	0	1	6	0.383187138055102	23	2.099215114e-08	12	0.00040086316929185	-2.64105154248297	-0.593514549680739	0.00114094110640324	0.0800925720503536	0.0340635580733617	0	2	S				P	Hdac8	CTCF_pos		12.9223318099976	30.1675128936768	6.4749116897583	13.6850423812866	25.6348152160645
chrX	105900000	105910000	chrX	105920000	105930000	91.5	292.5	88	314.5	LD	LD	0	1	35	1.184760889185e-05	60	0.00164421828087959	26	0.00605694909260889	-1.46201789662486	0.793451889837898	0.00075139330420143	0.0583010453271203	0.0261012493785883	1	2	S				P	Atrx	CTCF_pos		6.82364511489868	8.31518936157227	4.35371255874634	8.77781963348389	6.31779003143311
chrX	10650000	10660000	chrX	11100000	11110000	130	43.5	179.5	93.5	LD	HD	0	1	0	1	6	0.0929669583080873	9	0.00011919519619041	-5.97309131560598	-1.69942070654168	0.00057668897733946	0.0469271538582753	0.0200931167873598	0	1	S				S				5.54408073425293	9.19465637207031	10.2353429794312	21.9914073944092	21.7959861755371
chrX	11620000	11630000	chrX	12170000	12180000	81.5	36	84	85	LD	HD	0	1	0	1	4	0.62234370427783	9	0.00023736598622826	-5.76175324005291	-1.83677737422287	0.00137760242798798	0.0923434592473266	0.0391890329667446	0	1	S				S				8.61163330078125	3.96935486793518	7.84292268753052	31.8299980163574	24.4476089477539
chrX	11630000	11640000	chrX	12350000	12360000	432	52.5	495	62.5	LD	ND	0	1	0	1	11	5.895532308872e-05	5	0.160519182774482	-6.09262890738128	-1.62088133430753	0.00033745989228078	0.0310682336313832	0.0131157943645869	0	1	S				P	Gm14635	CTCF_pos		34.9658699035645	108.927337646484	68.0122375488281	20.2149963378906	48.9191513061524
chrX	12170000	12180000	chrX	12240000	12250000	36	69	85	89.5	HD	ND	0	1	0	1	12	0.347949938036633	17	1.64911571045e-06	-6.9137156303554	-1.00582187629853	1.41508213265e-06	0.00031058131187897	0.00013176077716074	0	1	S				E			Active_CTCF_pos	3.70793533325195	7.40072011947632	3.29037570953369	2.43276262283325	6.77112627029419
chrX	12350000	12360000	chrX	12550000	12560000	52.5	240	62.5	249.5	ND	LD	0	1	0	1	4	0.996070564002786	9	0.00640213961404642	-5.76175324005291	-1.83677737422287	0.00137760242798798	0.0923434592473266	0.0416146881787954	0	1	P	Gm14635	CTCF_pos		S				4.75356245040894	2.63999772071838	13.1366510391235	6.11526775360107	7.99660778045654
chrX	12910000	12920000	chrX	13030000	13040000	290.5	68.5	320.5	77	LD	LD	0	1	8	0.160198517833756	13	0.293561318254745	26	7.2182e-13	-2.36440729615563	-0.453026348955674	0.00169709213604624	0.108032030935251	0.0452247438328268	0	1	P	Gm14524	CTCF_pos		S				7.58822774887085	11.5023174285889	7.21129846572876	28.6042804718018	14.2039785385132
chrX	134130000	134140000	chrX	134420000	134430000	180.5	48.5	319	69.5	LD	LD	0	1	0	1	6	0.520301847178197	8	0.00553134636317996	-5.87801300607411	-1.76271869216661	0.00086951806222108	0.0646462718570933	0.0283502899030654	0	1	P	Nox1	CTCF_pos		P	Drp2	CTCF_pos		2.7204909324646	NA	10.3598594665527	3.42126059532166	10.8454990386963
chrX	134640000	134650000	chrX	134710000	134720000	244.5	57	287.5	105	ND	ND	23	0.0336278173873549	0	1	46	1.3749892e-10	29	2.032816e-11	-1.76301760180293	0.533755287484945	0.00029587986099703	0.0277842701830968	0.0122625826218365	0	2	E			Active_CTCF_pos	P	Armcx1	CTCF_pos		7.63398456573486	16.0348930358887	6.58075141906738	12.7720041275024	16.1918239593506
chrX	137660000	137670000	chrX	137830000	137840000	202.5	33	262	45.5	LD	LD	0	1	0	1	13	0.0035322869824096	4	0.344954953817471	-6.18661498249064	-1.55624580554402	0.00021218389371098	0.0213197319734355	0.00968259063913596	0	1	S				S				4.14173746109009	1.14988625049591	3.31871938705444	3.22592520713806	8.03731536865234
chrX	139870000	139880000	chrX	140180000	140190000	48	243.5	89	261	LD	LD	0	1	0	1	12	0.00332619604651248	9	0.00017563247939807	-6.46904942297975	-1.35023642054401	4.158698729607e-05	0.00558805143651877	0.00244469778527689	0	2	P	Morc4	CTCF_pos		S				6.55275583267212	6.01869010925293	2.75790309906006	10.9414653778076	15.8971328735352
chrX	140330000	140340000	chrX	140400000	140410000	37.5	217	90.5	340	HD	LD	0	1	0	1	14	0.258037246391606	14	5.654989606251e-05	-6.87277810534352	-1.03919780157236	2.04221187588e-06	0.00042883876945717	0.00018813571806394	0	1	S				S				0.654341518878937	2.46690678596497	1.88021469116211	9.73105049133301	7.35991954803467
chrX	140470000	140480000	chrX	140650000	140660000	286	38.5	310.5	63	LD	LD	0	1	0	1	9	0.996070564002786	14	3.759524404441e-05	-6.58026851726425	-1.26505410993361	1.982028240573e-05	0.00300069704666238	0.00136228874978512	0	1	S				S				8.24723243713379	12.0890913009644	3.46741056442261	7.86885833740234	11.5097513198853
chrX	143440000	143450000	chrX	143660000	143670000	493	284	566	413.5	ND	LD	20	1	13	0.290740301614266	57	5.9153146e-09	32	6.013943457e-08	-1.53023941344289	0.819570141580713	0.00039182583434728	0.034732470814247	0.0152035190574814	0	2	E			Active_CTCF_pos	P	Pak3	CTCF_pos		17.1224937438965	8.61894702911377	12.1552848815918	42.4015998840332	46.1310882568359
chrX	143460000	143470000	chrX	143660000	143670000	167.5	284	217.5	413.5	LD	LD	39	2.39443447e-09	19	8.380813551e-07	99	0	34	9.5e-16	-1.30450112682654	1.44336178040999	0.00011692649666611	0.0132193816104824	0.00591888011524243	2	2	E			Active_CTCF_pos	P	Pak3	CTCF_pos		27.5706615447998	10.5599908828735	3.75332903862	41.5838203430176	61.9737129211426
chrX	151940000	151950000	chrX	152070000	152080000	204.5	48.5	212.5	49	LD	LD	0	1	0	1	17	0.00084725050701269	11	0.00100733122622802	-6.88419091381899	-1.03112306209245	1.86653966095e-06	0.00039808875358029	0.0001789449229163	0	2	P	Gm15191	CTCF_pos		S				4.36896800994873	1.87511777877808	6.92081356048584	15.1118898391724	9.16895771026611
chrX	152070000	152080000	chrX	152140000	152150000	48.5	406	49	447.5	LD	LD	0	1	0	1	28	0.00047737559444601	11	0.0597213013968384	-7.37143783306644	-0.631800910513168	9.76478682e-09	3.77369396058e-06	1.69549738066e-06	0	1	S				P	Iqsec2	CTCF_pos		6.32530164718628	13.5679874420166	5.1705904006958	12.1638135910034	6.47672939300537
chrX	152070000	152080000	chrX	152150000	152160000	48.5	297	49	336	LD	LD	0	1	0	1	14	0.996070564002786	18	4.53285970827e-05	-7.05712115217598	-0.890458124424212	3.5965256592e-07	9.381029056484e-05	4.208911008365e-05	0	1	S				E			Active_CTCF_pos	9.8237886428833	19.6268577575684	6.64363861083984	13.8444471359253	7.75367498397827
chrX	152070000	152080000	chrX	152170000	152180000	48.5	254.5	49	325	LD	LD	0	1	0	1	23	0.00226317086585604	11	0.0205174904753173	-7.16995861563886	-0.799985537413971	1.11803428e-07	3.350357382642e-05	1.413837602339e-05	0	1	S				P	Iqsec2	CTCF_pos		6.69902849197388	14.9057588577271	7.62747573852539	14.2687473297119	7.93384170532227
chrX	152130000	152140000	chrX	152170000	152180000	186.5	254.5	224	325	LD	LD	52	0.512699278512074	12	0.994929231029963	111	2.36957e-12	58	3.060963e-11	-1.48365725027427	1.71991551152103	1.4664230693e-06	0.00032132398271337	0.00014447525564444	0	2	S				P	Iqsec2	CTCF_pos		9.42432880401611	13.7608451843262	18.5695323944092	29.0447635650635	22.0125713348389
chrX	153590000	153600000	chrX	153710000	153720000	123.5	200	145.5	265	LD	LD	2	1	0	1	9	0.10003750320134	14	5.197814796e-08	-3.43680106529947	-1.17511947823956	0.00168209742135149	0.107106015708993	0.046798232711738	0	1	S				S				0.632352292537689	0.884793639183044	NA	6.73041915893555	8.1780481338501
chrX	161900000	161910000	chrX	162160000	162170000	39	47	59	127.5	LD	HD	0	1	0	1	11	0.00053222056582759	4	0.147403776095702	-6.00504516437288	-1.68099406503611	0.00050866852337952	0.0430609019657087	0.0181437173516122	0	1	P	Gm15202	CTCF_pos		S				1.21726322174072	NA	1.16647851467133	NA	9.59962940216064
